date,campaign_id,campaign_name,channel,ad_group,impressions,clicks,spend,revenue,country,device,ctr,cpc,roas,campaign_id_norm,campaign_key
2023-04-18,C1028,Camp_13,Email,AG_16,16316,1311,1101.31,3864.61,FR,Mobile,0.0804,0.8401,3.5091,C1028,27
2023-12-10,C1006,Camp_6,Twitter,AG_2,8106,3191,1931.82,2606.48,GB,Tablet,0.3937,0.6054,1.3492,C1006,10
2023-05-17,C1011,Camp_11,Google,AG_10,2668,2538,867.83,4880.07,FR,Mobile,0.9513,0.3419,5.6233,C1011,24
2023-12-26,C1014,Camp_14,Instagram,AG_14,2127,451,627.07,627.75,BR,Mobile,0.212,1.3904,1.0011,C1014,23
2023-12-16,C1023,Camp_8,Facebook,AG_6,2795,1523,1014.75,84.74,IN,Desktop,0.5449,0.6663,0.0835,C1023,18
2023-11-28,C1016,Camp_1,Twitter,AG_25,15522,164,881.83,3850.79,US,Tablet,0.0106,5.377,4.3668,C1016,21
2023-02-06,C1010,Camp_10,Email,AG_5,5358,4277,215.8,4035.78,DE,Tablet,0.7982,0.0505,18.7015,C1010,12
2023-11-08,C1022,Camp_7,Google,AG_25,6836,822,1283.45,601.04,IN,Desktop,0.1202,1.5614,0.4683,C1022,26
2023-11-22,C1013,Camp_13,Instagram,AG_21,491,431,436.0,1327.91,GB,Mobile,0.8778,1.0116,3.0457,C1013,19
2023-03-29,C1027,Camp_12,Instagram,AG_24,14086,4425,1241.08,87.76,BR,Tablet,0.3141,0.2805,0.0707,C1027,7
2023-10-01,C1025,Camp_10,Email,AG_21,12766,774,1302.15,1466.54,US,Tablet,0.0606,1.6824,1.1262,C1025,28
2023-05-06,C1018,Camp_3,Email,AG_14,5992,2198,308.29,3865.71,BR,Mobile,0.3668,0.1403,12.5392,C1018,1
2023-03-25,C1002,Camp_2,Email,AG_12,3661,3156,127.39,2589.8,US,Mobile,0.8621,0.0404,20.3297,C1002,9
2023-08-25,C1015,Camp_15,LinkedIn,AG_29,6284,4242,1562.62,1740.48,US,Mobile,0.675,0.3684,1.1138,C1015,16
2023-07-14,C1003,Camp_3,Google,AG_13,19583,3695,922.3,1858.7,US,Mobile,0.1887,0.2496,2.0153,C1003,8
2023-05-19,C1011,Camp_11,Twitter,AG_15,8492,3452,121.04,6.77,BR,Mobile,0.4065,0.0351,0.0559,C1011,24
2023-11-24,C1009,Camp_9,Email,AG_28,13167,914,1989.76,1499.0,GB,Mobile,0.0694,2.177,0.7534,C1009,6
2023-12-19,C1011,Camp_11,Facebook,AG_30,15365,1308,120.27,3232.29,US,Mobile,0.0851,0.0919,26.8753,C1011,24
2023-10-13,C1004,Camp_4,Instagram,AG_30,19588,4177,1391.6,4870.97,BR,Desktop,0.2132,0.3332,3.5003,C1004,17
2023-04-23,C1025,Camp_10,Twitter,AG_13,2554,513,1967.44,4235.3,DE,Mobile,0.2009,3.8352,2.1527,C1025,28
2023-12-17,C1013,Camp_13,LinkedIn,AG_13,11937,1920,482.16,117.97,DE,Desktop,0.1608,0.2511,0.2447,C1013,19
2023-06-16,C1028,Camp_13,Email,AG_3,14139,3594,288.79,4492.8,US,Tablet,0.2542,0.0804,15.5573,C1028,27
2023-01-29,C1017,Camp_2,Instagram,AG_22,19215,4841,247.16,3915.99,FR,Mobile,0.2519,0.0511,15.8439,C1017,20
2023-04-28,C1027,Camp_12,Google,AG_22,11065,1409,610.03,3901.88,BR,Desktop,0.1273,0.433,6.3962,C1027,7
2023-01-17,C1001,Camp_1,Email,AG_28,9862,4802,206.59,2289.98,GB,Desktop,0.4869,0.043,11.0847,C1001,25
2023-06-11,C1022,Camp_7,Email,AG_18,5156,4566,1385.86,1990.03,BR,Desktop,0.8856,0.3035,1.436,C1022,26
2023-07-25,C1028,Camp_13,Email,AG_5,15048,3190,129.27,1514.58,DE,Tablet,0.212,0.0405,11.7164,C1028,27
2023-05-18,C1018,Camp_3,Email,AG_21,8210,4491,1021.3,328.47,DE,Desktop,0.547,0.2274,0.3216,C1018,1
2023-02-03,C1015,Camp_15,Twitter,AG_28,13873,1555,1993.41,1141.18,DE,Tablet,0.1121,1.2819,0.5725,C1015,16
2023-04-19,C1014,Camp_14,Facebook,AG_12,17512,804,1628.87,1233.02,IN,Mobile,0.0459,2.026,0.757,C1014,23
2023-10-18,C1002,Camp_2,Email,AG_4,602,255,1232.36,2420.39,BR,Tablet,0.4236,4.8328,1.964,C1002,9
2023-06-11,C1007,Camp_7,Email,AG_6,7010,5000,615.98,3737.22,IN,Mobile,0.7133,0.1232,6.0671,C1007,30
2023-04-19,C1017,Camp_2,LinkedIn,AG_18,12785,3577,1249.67,2369.05,DE,Mobile,0.2798,0.3494,1.8957,C1017,20
2023-12-02,C1012,Camp_12,Twitter,AG_13,306,279,1056.45,289.22,FR,Desktop,0.9118,3.7866,0.2738,C1012,29
2023-09-13,C1020,Camp_5,Instagram,AG_17,17968,4688,855.04,4788.95,BR,Desktop,0.2609,0.1824,5.6008,C1020,13
2023-07-22,C1025,Camp_10,Facebook,AG_5,16034,2761,265.77,4713.62,GB,Tablet,0.1722,0.0963,17.7357,C1025,28
2023-11-26,C1016,Camp_1,Instagram,AG_24,17347,2679,1773.78,3925.95,BR,Desktop,0.1544,0.6621,2.2133,C1016,21
2023-08-23,C1021,Camp_6,Instagram,AG_8,19274,2106,902.32,4956.64,GB,Mobile,0.1093,0.4285,5.4932,C1021,3
2023-03-15,C1015,Camp_15,Google,AG_27,8855,4223,393.27,2722.41,DE,Desktop,0.4769,0.0931,6.9225,C1015,16
2023-05-16,C1025,Camp_10,Google,AG_1,12483,4831,738.68,4813.84,DE,Tablet,0.387,0.1529,6.5168,C1025,28
2023-03-13,C1002,Camp_2,Instagram,AG_25,18241,2768,831.19,378.03,GB,Tablet,0.1517,0.3003,0.4548,C1002,9
2023-05-07,C1007,Camp_7,LinkedIn,AG_1,14920,3953,1655.94,1828.4,FR,Desktop,0.2649,0.4189,1.1041,C1007,30
2023-10-15,C1009,Camp_9,Google,AG_10,7674,3186,1468.56,1126.91,IN,Desktop,0.4152,0.4609,0.7674,C1009,6
2023-10-03,C1018,Camp_3,Google,AG_15,6474,3280,1539.76,979.17,BR,Mobile,0.5066,0.4694,0.6359,C1018,1
2023-05-15,C1005,Camp_5,Google,AG_22,1778,525,27.01,704.01,IN,Desktop,0.2953,0.0514,26.0648,C1005,4
2023-10-27,C1030,Camp_15,Google,AG_24,19726,4616,835.23,3112.07,BR,Tablet,0.234,0.1809,3.726,C1030,5
2023-08-08,C1010,Camp_10,Facebook,AG_18,1159,551,965.28,3906.61,DE,Tablet,0.4754,1.7519,4.0471,C1010,12
2023-10-26,C1015,Camp_15,Instagram,AG_14,16298,4033,43.29,2891.49,BR,Mobile,0.2475,0.0107,66.7935,C1015,16
2023-07-24,C1029,Camp_14,Facebook,AG_18,10014,236,523.33,734.81,BR,Desktop,0.0236,2.2175,1.4041,C1029,22
2023-07-05,C1023,Camp_8,Twitter,AG_13,19641,1304,1521.78,4055.62,BR,Mobile,0.0664,1.167,2.6651,C1023,18
2023-04-23,C1016,Camp_1,Twitter,AG_27,10917,3430,278.53,3179.77,GB,Desktop,0.3142,0.0812,11.4163,C1016,21
2023-03-12,C1004,Camp_4,Email,AG_8,11021,1301,1072.94,1940.83,IN,Mobile,0.118,0.8247,1.8089,C1004,17
2023-09-18,C1001,Camp_1,Twitter,AG_8,9889,2541,434.33,3370.65,FR,Mobile,0.257,0.1709,7.7606,C1001,25
2023-09-10,C1021,Camp_6,Facebook,AG_15,16412,2051,29.18,1299.52,DE,Tablet,0.125,0.0142,44.5346,C1021,3
2023-02-16,C1020,Camp_5,Email,AG_12,11352,441,486.2,1725.96,US,Mobile,0.0388,1.1025,3.5499,C1020,13
2023-01-25,C1026,Camp_11,Instagram,AG_5,2793,2076,1951.87,4587.43,DE,Mobile,0.7433,0.9402,2.3503,C1026,11
2023-02-26,C1008,Camp_8,Twitter,AG_9,14031,3180,1604.07,1452.52,US,Tablet,0.2266,0.5044,0.9055,C1008,2
2023-03-20,C1023,Camp_8,Google,AG_7,3727,2657,1919.36,2349.94,DE,Mobile,0.7129,0.7224,1.2243,C1023,18
2023-11-18,C1006,Camp_6,Twitter,AG_30,16257,3798,978.27,4450.71,GB,Tablet,0.2336,0.2576,4.5496,C1006,10
2023-03-23,C1010,Camp_10,LinkedIn,AG_29,10273,804,223.92,3538.61,GB,Mobile,0.0783,0.2785,15.803,C1010,12
2023-12-15,C1018,Camp_3,Google,AG_24,18147,74,1098.18,311.02,GB,Desktop,0.0041,14.8403,0.2832,C1018,1
2023-08-05,C1001,Camp_1,Google,AG_25,10330,2175,911.48,736.52,GB,Tablet,0.2106,0.4191,0.808,C1001,25
2023-11-02,C1018,Camp_3,Google,AG_4,15807,3924,1689.49,39.21,FR,Desktop,0.2482,0.4306,0.0232,C1018,1
2023-02-02,C1014,Camp_14,Email,AG_2,11594,2089,200.67,3154.61,FR,Tablet,0.1802,0.0961,15.7204,C1014,23
2023-07-17,C1003,Camp_3,Twitter,AG_26,1406,1379,979.04,2238.37,US,Mobile,0.9808,0.71,2.2863,C1003,8
2023-07-15,C1008,Camp_8,Google,AG_22,6876,40,304.35,671.37,FR,Tablet,0.0058,7.6088,2.2059,C1008,2
2023-11-02,C1027,Camp_12,Email,AG_14,9574,2081,652.73,4789.67,DE,Mobile,0.2174,0.3137,7.3379,C1027,7
2023-08-28,C1030,Camp_15,LinkedIn,AG_20,7626,4683,1476.03,2648.3,GB,Desktop,0.6141,0.3152,1.7942,C1030,5
2023-09-28,C1004,Camp_4,Facebook,AG_25,5630,1622,954.66,1209.47,BR,Mobile,0.2881,0.5886,1.2669,C1004,17
2023-05-09,C1015,Camp_15,LinkedIn,AG_30,3848,3700,754.9,2503.02,IN,Tablet,0.9615,0.204,3.3157,C1015,16
2023-10-11,C1004,Camp_4,Instagram,AG_29,13645,341,791.98,3398.1,IN,Mobile,0.025,2.3225,4.2906,C1004,17
2023-01-06,C1021,Camp_6,Email,AG_29,763,26,921.6,381.2,IN,Tablet,0.0341,35.4462,0.4136,C1021,3
2023-12-15,C1027,Camp_12,Email,AG_1,2098,645,1571.11,1373.52,BR,Mobile,0.3074,2.4358,0.8742,C1027,7
2023-02-28,C1005,Camp_5,Google,AG_8,8094,4826,1784.71,4034.83,DE,Mobile,0.5962,0.3698,2.2608,C1005,4
2023-12-16,C1016,Camp_1,LinkedIn,AG_7,17979,4263,1910.89,2298.32,IN,Desktop,0.2371,0.4483,1.2027,C1016,21
2023-10-02,C1030,Camp_15,Twitter,AG_3,3404,609,1574.87,2732.89,IN,Tablet,0.1789,2.586,1.7353,C1030,5
2023-05-17,C1023,Camp_8,Instagram,AG_4,18337,454,634.24,2164.08,US,Desktop,0.0248,1.397,3.4121,C1023,18
2023-11-25,C1010,Camp_10,Email,AG_20,13908,2953,1377.83,219.5,DE,Tablet,0.2123,0.4666,0.1593,C1010,12
2023-06-24,C1017,Camp_2,LinkedIn,AG_2,6685,1708,878.02,828.75,DE,Tablet,0.2555,0.5141,0.9439,C1017,20
2023-02-27,C1023,Camp_8,Google,AG_15,17775,3472,513.07,2227.71,IN,Tablet,0.1953,0.1478,4.3419,C1023,18
2023-05-31,C1009,Camp_9,Twitter,AG_20,11749,2969,1682.54,1045.93,DE,Desktop,0.2527,0.5667,0.6216,C1009,6
2023-08-11,C1014,Camp_14,Google,AG_22,1736,980,81.66,249.9,US,Desktop,0.5645,0.0833,3.0602,C1014,23
2023-03-22,C1027,Camp_12,Instagram,AG_23,17182,4797,1804.02,4218.25,BR,Desktop,0.2792,0.3761,2.3383,C1027,7
2023-08-21,C1016,Camp_1,LinkedIn,AG_28,4837,2681,925.65,4905.96,US,Desktop,0.5543,0.3453,5.3,C1016,21
2023-01-02,C1016,Camp_1,Google,AG_2,14655,3629,1276.22,3965.71,BR,Desktop,0.2476,0.3517,3.1074,C1016,21
2023-05-15,C1008,Camp_8,Instagram,AG_8,13977,4225,1320.41,4268.92,GB,Desktop,0.3023,0.3125,3.233,C1008,2
2023-09-14,C1015,Camp_15,Email,AG_24,954,821,1790.76,1209.89,US,Mobile,0.8606,2.1812,0.6756,C1015,16
2023-04-02,C1018,Camp_3,Twitter,AG_2,5955,1386,1275.16,4803.13,GB,Desktop,0.2327,0.92,3.7667,C1018,1
2023-09-17,C1005,Camp_5,LinkedIn,AG_13,7492,3776,1229.8,984.63,IN,Desktop,0.504,0.3257,0.8006,C1005,4
2023-02-24,C1013,Camp_13,LinkedIn,AG_15,14049,2866,137.97,4757.15,BR,Tablet,0.204,0.0481,34.4796,C1013,19
2023-11-17,C1007,Camp_7,Instagram,AG_8,18191,4788,1039.22,4974.1,GB,Tablet,0.2632,0.217,4.7864,C1007,30
2023-06-02,C1030,Camp_15,LinkedIn,AG_18,5891,3363,304.59,3558.61,GB,Tablet,0.5709,0.0906,11.6833,C1030,5
2023-11-24,C1020,Camp_5,Twitter,AG_7,5031,4889,1476.18,4905.72,IN,Desktop,0.9718,0.3019,3.3233,C1020,13
2023-09-17,C1017,Camp_2,Twitter,AG_25,19994,4124,1026.88,2847.7,GB,Tablet,0.2063,0.249,2.7732,C1017,20
2023-11-08,C1024,Camp_9,LinkedIn,AG_28,302,148,1362.05,1297.71,BR,Mobile,0.4901,9.203,0.9528,C1024,14
2023-04-12,C1029,Camp_14,Google,AG_25,11547,3850,88.14,2184.98,BR,Mobile,0.3334,0.0229,24.7899,C1029,22
2023-03-20,C1005,Camp_5,Google,AG_2,12788,2058,174.16,2967.8,US,Tablet,0.1609,0.0846,17.0407,C1005,4
2023-07-11,C1028,Camp_13,Twitter,AG_5,4489,1136,1434.07,365.41,IN,Tablet,0.2531,1.2624,0.2548,C1028,27
2023-03-24,C1003,Camp_3,Google,AG_17,2427,186,148.81,3111.72,DE,Desktop,0.0766,0.8001,20.9107,C1003,8
2023-10-04,C1009,Camp_9,Instagram,AG_10,8104,2854,147.16,4905.89,BR,Tablet,0.3522,0.0516,33.3371,C1009,6
2023-09-29,C1025,Camp_10,Facebook,AG_8,19415,1250,29.16,950.54,GB,Tablet,0.0644,0.0233,32.5974,C1025,28
2023-01-01,C1026,Camp_11,Email,AG_27,7877,1333,1913.22,3962.98,BR,Tablet,0.1692,1.4353,2.0714,C1026,11
2023-11-03,C1028,Camp_13,LinkedIn,AG_30,297,97,1476.33,4539.49,BR,Tablet,0.3266,15.2199,3.0748,C1028,27
2023-06-15,C1014,Camp_14,Instagram,AG_24,2030,54,709.74,4718.51,US,Desktop,0.0266,13.1433,6.6482,C1014,23
2023-09-08,C1011,Camp_11,Twitter,AG_19,11874,2711,596.59,4800.68,DE,Desktop,0.2283,0.2201,8.0469,C1011,24
2023-01-10,C1030,Camp_15,Facebook,AG_11,15187,4853,702.66,2607.3,BR,Tablet,0.3195,0.1448,3.7106,C1030,5
2023-02-27,C1026,Camp_11,Email,AG_19,9439,4501,1550.43,4886.54,IN,Mobile,0.4769,0.3445,3.1517,C1026,11
2023-07-05,C1017,Camp_2,Twitter,AG_20,11689,1785,1324.43,3786.55,BR,Desktop,0.1527,0.742,2.859,C1017,20
2023-06-07,C1009,Camp_9,Facebook,AG_25,18995,750,374.47,808.36,IN,Mobile,0.0395,0.4993,2.1587,C1009,6
2023-05-03,C1027,Camp_12,Instagram,AG_22,15808,1762,352.35,2384.5,IN,Desktop,0.1115,0.2,6.7674,C1027,7
2023-01-30,C1001,Camp_1,Facebook,AG_27,17143,3920,201.3,3591.66,US,Desktop,0.2287,0.0514,17.8423,C1001,25
2023-05-04,C1010,Camp_10,Google,AG_11,2911,364,1322.3,1236.7,DE,Tablet,0.125,3.6327,0.9353,C1010,12
2023-10-18,C1024,Camp_9,Instagram,AG_8,14343,481,1529.92,3203.08,IN,Desktop,0.0335,3.1807,2.0936,C1024,14
2023-02-10,C1010,Camp_10,LinkedIn,AG_10,6646,153,533.77,3333.0,US,Desktop,0.023,3.4887,6.2443,C1010,12
2023-02-13,C1027,Camp_12,Twitter,AG_29,2086,1524,46.79,813.5,FR,Desktop,0.7306,0.0307,17.3862,C1027,7
2023-09-06,C1019,Camp_4,Google,AG_5,8438,2120,168.93,2825.43,US,Tablet,0.2512,0.0797,16.7254,C1019,15
2023-02-05,C1019,Camp_4,LinkedIn,AG_22,11511,2343,1935.88,3858.13,FR,Tablet,0.2035,0.8262,1.993,C1019,15
2023-09-30,C1022,Camp_7,Facebook,AG_17,3011,1040,594.41,2494.48,BR,Tablet,0.3454,0.5715,4.1966,C1022,26
2023-03-06,C1016,Camp_1,Google,AG_8,1834,1664,1539.6,60.52,DE,Desktop,0.9073,0.9252,0.0393,C1016,21
